scale,metric,direction,unit,arm_a,arm_b,side_a,side_b,n,raw_delta_a_minus_b,raw_ci_lo,raw_ci_hi,a_advantage,a_adv_ci_lo,a_adv_ci_hi,separated,p_value,source
POC-2B,mcos,higher,raw,peft_dora_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,0.143045,0.138742,0.147354,0.143045,0.138742,0.147354,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,surgical_noDI_encoder,COMP,OURS,1825,0.033665,0.032193,0.035176,0.033665,0.032193,0.035176,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,surgical_noDI_head,COMP,OURS,1825,0.026512,0.024837,0.028307,0.026512,0.024837,0.028307,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,frozen,COMP,REF,1825,0.154116,0.149602,0.158704,0.154116,0.149602,0.158704,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,pretrain_encoder,COMP,COMP,1825,0.01829,0.016273,0.02024,0.01829,0.016273,0.02024,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgery_raw_encoder,COMP,OURS,1825,0.036207,0.0348,0.037671,0.036207,0.0348,0.037671,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,0.053933,0.052254,0.055704,0.053933,0.052254,0.055704,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,0.050882,0.049287,0.0526,0.050882,0.049287,0.0526,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_3stage_DI_head,COMP,OURS,1825,0.04223,0.040402,0.044189,0.04223,0.040402,0.044189,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,0.048667,0.046949,0.050459,0.048667,0.046949,0.050459,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,0.052783,0.051013,0.05464,0.052783,0.051013,0.05464,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,0.0518,0.050059,0.053607,0.0518,0.050059,0.053607,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_3stage_DI_wiseft_encoder,COMP,OURS,1825,0.107529,0.104498,0.110534,0.107529,0.104498,0.110534,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_autorgn_encoder,COMP,COMP,1825,-0.01902,-0.020002,-0.018025,-0.01902,-0.020002,-0.018025,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,0.107261,0.104218,0.110264,0.107261,0.104218,0.110264,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,0.134925,0.131104,0.138828,0.134925,0.131104,0.138828,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,0.151525,0.147146,0.155949,0.151525,0.147146,0.155949,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_noDI_encoder,COMP,OURS,1825,0.042146,0.040556,0.04378,0.042146,0.040556,0.04378,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_noDI_head,COMP,OURS,1825,0.034992,0.033261,0.036844,0.034992,0.033261,0.036844,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,frozen,COMP,REF,1825,0.162597,0.157992,0.167305,0.162597,0.157992,0.167305,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,pretrain_encoder,surgery_raw_encoder,COMP,OURS,1825,0.017917,0.015587,0.020383,0.017917,0.015587,0.020383,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,pretrain_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,0.035643,0.033428,0.037939,0.035643,0.033428,0.037939,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,pretrain_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,0.032592,0.030355,0.034896,0.032592,0.030355,0.034896,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,pretrain_encoder,surgical_3stage_DI_head,COMP,OURS,1825,0.02394,0.021437,0.026579,0.02394,0.021437,0.026579,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,pretrain_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,0.030377,0.028051,0.032808,0.030377,0.028051,0.032808,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,pretrain_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,0.034493,0.032254,0.036809,0.034493,0.032254,0.036809,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,pretrain_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,0.03351,0.031166,0.035949,0.03351,0.031166,0.035949,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,pretrain_encoder,surgical_3stage_DI_wiseft_encoder,COMP,OURS,1825,0.08924,0.086649,0.091863,0.08924,0.086649,0.091863,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,pretrain_encoder,surgical_autorgn_encoder,COMP,COMP,1825,-0.03731,-0.039659,-0.034795,-0.03731,-0.039659,-0.034795,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,pretrain_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,0.088972,0.086393,0.091577,0.088972,0.086393,0.091577,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,pretrain_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,0.116635,0.113518,0.119838,0.116635,0.113518,0.119838,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,pretrain_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,0.133235,0.129697,0.136913,0.133235,0.129697,0.136913,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,pretrain_encoder,surgical_noDI_encoder,COMP,OURS,1825,0.023856,0.021442,0.026393,0.023856,0.021442,0.026393,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,pretrain_encoder,surgical_noDI_head,COMP,OURS,1825,0.016702,0.014153,0.019376,0.016702,0.014153,0.019376,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,pretrain_encoder,frozen,COMP,REF,1825,0.144307,0.140462,0.148275,0.144307,0.140462,0.148275,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgery_raw_encoder,surgical_3stage_DI_diheavy_encoder,OURS,OURS,1825,0.017726,0.017068,0.018402,0.017726,0.017068,0.018402,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgery_raw_encoder,surgical_3stage_DI_encoder,OURS,OURS,1825,0.014675,0.014072,0.015309,0.014675,0.014072,0.015309,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgery_raw_encoder,surgical_3stage_DI_head,OURS,OURS,1825,0.006023,0.005163,0.006947,0.006023,0.005163,0.006947,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgery_raw_encoder,surgical_3stage_DI_intervene_encoder,OURS,OURS,1825,0.01246,0.011847,0.013082,0.01246,0.011847,0.013082,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgery_raw_encoder,surgical_3stage_DI_replay25_encoder,OURS,OURS,1825,0.016576,0.015859,0.017306,0.016576,0.015859,0.017306,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgery_raw_encoder,surgical_3stage_DI_tccaux_encoder,OURS,OURS,1825,0.015593,0.014947,0.016267,0.015593,0.014947,0.016267,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgery_raw_encoder,surgical_3stage_DI_wiseft_encoder,OURS,OURS,1825,0.071323,0.068928,0.073725,0.071323,0.068928,0.073725,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgery_raw_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.055227,-0.057172,-0.053337,-0.055227,-0.057172,-0.053337,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgery_raw_encoder,surgical_intervene_wiseft_f30_encoder,OURS,OURS,1825,0.071055,0.068665,0.073428,0.071055,0.068665,0.073428,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgery_raw_encoder,surgical_intervene_wiseft_f50_encoder,OURS,OURS,1825,0.098718,0.095396,0.102072,0.098718,0.095396,0.102072,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgery_raw_encoder,surgical_intervene_wiseft_f70_encoder,OURS,OURS,1825,0.115318,0.111472,0.119273,0.115318,0.111472,0.119273,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgery_raw_encoder,surgical_noDI_encoder,OURS,OURS,1825,0.005939,0.005622,0.006256,0.005939,0.005622,0.006256,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgery_raw_encoder,surgical_noDI_head,OURS,OURS,1825,-0.001215,-0.002104,-0.000316,-0.001215,-0.002104,-0.000316,True,0.009,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgery_raw_encoder,frozen,OURS,REF,1825,0.12639,0.122276,0.130605,0.12639,0.122276,0.130605,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_diheavy_encoder,surgical_3stage_DI_encoder,OURS,OURS,1825,-0.003051,-0.003277,-0.002826,-0.003051,-0.003277,-0.002826,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_diheavy_encoder,surgical_3stage_DI_head,OURS,OURS,1825,-0.011703,-0.012541,-0.010841,-0.011703,-0.012541,-0.010841,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_diheavy_encoder,surgical_3stage_DI_intervene_encoder,OURS,OURS,1825,-0.005266,-0.005672,-0.004887,-0.005266,-0.005672,-0.004887,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_diheavy_encoder,surgical_3stage_DI_replay25_encoder,OURS,OURS,1825,-0.00115,-0.001442,-0.000867,-0.00115,-0.001442,-0.000867,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_diheavy_encoder,surgical_3stage_DI_tccaux_encoder,OURS,OURS,1825,-0.002133,-0.002455,-0.001806,-0.002133,-0.002455,-0.001806,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_diheavy_encoder,surgical_3stage_DI_wiseft_encoder,OURS,OURS,1825,0.053597,0.05172,0.055501,0.053597,0.05172,0.055501,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_diheavy_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.072953,-0.075235,-0.070776,-0.072953,-0.075235,-0.070776,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_diheavy_encoder,surgical_intervene_wiseft_f30_encoder,OURS,OURS,1825,0.053329,0.051483,0.0552,0.053329,0.051483,0.0552,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_diheavy_encoder,surgical_intervene_wiseft_f50_encoder,OURS,OURS,1825,0.080992,0.07818,0.083886,0.080992,0.07818,0.083886,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_diheavy_encoder,surgical_intervene_wiseft_f70_encoder,OURS,OURS,1825,0.097592,0.094225,0.10107,0.097592,0.094225,0.10107,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_diheavy_encoder,surgical_noDI_encoder,OURS,OURS,1825,-0.011787,-0.012349,-0.011234,-0.011787,-0.012349,-0.011234,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_diheavy_encoder,surgical_noDI_head,OURS,OURS,1825,-0.018941,-0.019909,-0.017961,-0.018941,-0.019909,-0.017961,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_diheavy_encoder,frozen,OURS,REF,1825,0.108664,0.105054,0.112409,0.108664,0.105054,0.112409,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_encoder,surgical_3stage_DI_head,OURS,OURS,1825,-0.008652,-0.009441,-0.00782,-0.008652,-0.009441,-0.00782,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_encoder,surgical_3stage_DI_intervene_encoder,OURS,OURS,1825,-0.002215,-0.002574,-0.001853,-0.002215,-0.002574,-0.001853,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_encoder,surgical_3stage_DI_replay25_encoder,OURS,OURS,1825,0.001901,0.001569,0.002258,0.001901,0.001569,0.002258,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_encoder,surgical_3stage_DI_tccaux_encoder,OURS,OURS,1825,0.000918,0.00066,0.001192,0.000918,0.00066,0.001192,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_encoder,surgical_3stage_DI_wiseft_encoder,OURS,OURS,1825,0.056647,0.054735,0.0586,0.056647,0.054735,0.0586,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.069902,-0.072074,-0.06782,-0.069902,-0.072074,-0.06782,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_encoder,surgical_intervene_wiseft_f30_encoder,OURS,OURS,1825,0.056379,0.054479,0.058294,0.056379,0.054479,0.058294,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_encoder,surgical_intervene_wiseft_f50_encoder,OURS,OURS,1825,0.084043,0.081186,0.086992,0.084043,0.081186,0.086992,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_encoder,surgical_intervene_wiseft_f70_encoder,OURS,OURS,1825,0.100643,0.097209,0.104184,0.100643,0.097209,0.104184,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_encoder,surgical_noDI_encoder,OURS,OURS,1825,-0.008736,-0.009264,-0.008223,-0.008736,-0.009264,-0.008223,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_encoder,surgical_noDI_head,OURS,OURS,1825,-0.01589,-0.016784,-0.014948,-0.01589,-0.016784,-0.014948,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_encoder,frozen,OURS,REF,1825,0.111715,0.108047,0.115553,0.111715,0.108047,0.115553,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_head,surgical_3stage_DI_intervene_encoder,OURS,OURS,1825,0.006436,0.005834,0.007006,0.006436,0.005834,0.007006,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_head,surgical_3stage_DI_replay25_encoder,OURS,OURS,1825,0.010553,0.009773,0.011288,0.010553,0.009773,0.011288,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_head,surgical_3stage_DI_tccaux_encoder,OURS,OURS,1825,0.00957,0.008895,0.010227,0.00957,0.008895,0.010227,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_head,surgical_3stage_DI_wiseft_encoder,OURS,OURS,1825,0.065299,0.062936,0.067723,0.065299,0.062936,0.067723,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_head,surgical_autorgn_encoder,OURS,COMP,1825,-0.061251,-0.063465,-0.05908,-0.061251,-0.063465,-0.05908,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_head,surgical_intervene_wiseft_f30_encoder,OURS,OURS,1825,0.065031,0.062716,0.067399,0.065031,0.062716,0.067399,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_head,surgical_intervene_wiseft_f50_encoder,OURS,OURS,1825,0.092694,0.089399,0.096077,0.092694,0.089399,0.096077,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_head,surgical_intervene_wiseft_f70_encoder,OURS,OURS,1825,0.109295,0.105405,0.113293,0.109295,0.105405,0.113293,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_head,surgical_noDI_encoder,OURS,OURS,1825,-8.5e-05,-0.00082,0.000594,-8.5e-05,-0.00082,0.000594,False,0.8158,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_head,surgical_noDI_head,OURS,OURS,1825,-0.007238,-0.007518,-0.006959,-0.007238,-0.007518,-0.006959,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_head,frozen,OURS,REF,1825,0.120366,0.116256,0.124666,0.120366,0.116256,0.124666,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_3stage_DI_replay25_encoder,OURS,OURS,1825,0.004117,0.003854,0.004376,0.004117,0.003854,0.004376,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_3stage_DI_tccaux_encoder,OURS,OURS,1825,0.003134,0.002915,0.003365,0.003134,0.002915,0.003365,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_3stage_DI_wiseft_encoder,OURS,OURS,1825,0.058863,0.05678,0.061019,0.058863,0.05678,0.061019,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.067687,-0.069898,-0.065536,-0.067687,-0.069898,-0.065536,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_intervene_wiseft_f30_encoder,OURS,OURS,1825,0.058595,0.056542,0.060697,0.058595,0.056542,0.060697,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_intervene_wiseft_f50_encoder,OURS,OURS,1825,0.086258,0.083221,0.089396,0.086258,0.083221,0.089396,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_intervene_wiseft_f70_encoder,OURS,OURS,1825,0.102859,0.099284,0.106598,0.102859,0.099284,0.106598,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_noDI_encoder,OURS,OURS,1825,-0.006521,-0.006982,-0.006066,-0.006521,-0.006982,-0.006066,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_intervene_encoder,surgical_noDI_head,OURS,OURS,1825,-0.013674,-0.014397,-0.012933,-0.013674,-0.014397,-0.012933,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_intervene_encoder,frozen,OURS,REF,1825,0.11393,0.110079,0.117938,0.11393,0.110079,0.117938,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_replay25_encoder,surgical_3stage_DI_tccaux_encoder,OURS,OURS,1825,-0.000983,-0.001296,-0.000659,-0.000983,-0.001296,-0.000659,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_replay25_encoder,surgical_3stage_DI_wiseft_encoder,OURS,OURS,1825,0.054746,0.05279,0.056754,0.054746,0.05279,0.056754,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_replay25_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.071804,-0.074134,-0.069569,-0.071804,-0.074134,-0.069569,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_replay25_encoder,surgical_intervene_wiseft_f30_encoder,OURS,OURS,1825,0.054478,0.052565,0.056448,0.054478,0.052565,0.056448,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_replay25_encoder,surgical_intervene_wiseft_f50_encoder,OURS,OURS,1825,0.082141,0.079242,0.085121,0.082141,0.079242,0.085121,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_replay25_encoder,surgical_intervene_wiseft_f70_encoder,OURS,OURS,1825,0.098742,0.095265,0.102285,0.098742,0.095265,0.102285,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_replay25_encoder,surgical_noDI_encoder,OURS,OURS,1825,-0.010638,-0.011226,-0.010031,-0.010638,-0.011226,-0.010031,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_replay25_encoder,surgical_noDI_head,OURS,OURS,1825,-0.017791,-0.018678,-0.01686,-0.017791,-0.018678,-0.01686,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_replay25_encoder,frozen,OURS,REF,1825,0.109813,0.106089,0.113648,0.109813,0.106089,0.113648,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_tccaux_encoder,surgical_3stage_DI_wiseft_encoder,OURS,OURS,1825,0.055729,0.053733,0.057773,0.055729,0.053733,0.057773,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_tccaux_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.070821,-0.073028,-0.06866,-0.070821,-0.073028,-0.06866,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_tccaux_encoder,surgical_intervene_wiseft_f30_encoder,OURS,OURS,1825,0.055461,0.053509,0.057472,0.055461,0.053509,0.057472,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_tccaux_encoder,surgical_intervene_wiseft_f50_encoder,OURS,OURS,1825,0.083125,0.0802,0.086176,0.083125,0.0802,0.086176,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_tccaux_encoder,surgical_intervene_wiseft_f70_encoder,OURS,OURS,1825,0.099725,0.096224,0.103381,0.099725,0.096224,0.103381,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_tccaux_encoder,surgical_noDI_encoder,OURS,OURS,1825,-0.009655,-0.010176,-0.00918,-0.009655,-0.010176,-0.00918,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_tccaux_encoder,surgical_noDI_head,OURS,OURS,1825,-0.016808,-0.017602,-0.015991,-0.016808,-0.017602,-0.015991,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_tccaux_encoder,frozen,OURS,REF,1825,0.110797,0.107067,0.114717,0.110797,0.107067,0.114717,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_wiseft_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.12655,-0.129991,-0.123128,-0.12655,-0.129991,-0.123128,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_wiseft_encoder,surgical_intervene_wiseft_f30_encoder,OURS,OURS,1825,-0.000268,-0.000361,-0.000177,-0.000268,-0.000361,-0.000177,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_wiseft_encoder,surgical_intervene_wiseft_f50_encoder,OURS,OURS,1825,0.027395,0.026421,0.028413,0.027395,0.026421,0.028413,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_wiseft_encoder,surgical_intervene_wiseft_f70_encoder,OURS,OURS,1825,0.043996,0.042418,0.045651,0.043996,0.042418,0.045651,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_wiseft_encoder,surgical_noDI_encoder,OURS,OURS,1825,-0.065384,-0.067693,-0.063129,-0.065384,-0.067693,-0.063129,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_wiseft_encoder,surgical_noDI_head,OURS,OURS,1825,-0.072537,-0.075104,-0.070009,-0.072537,-0.075104,-0.070009,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
