scale,metric,direction,unit,arm_a,arm_b,side_a,side_b,n,raw_delta_a_minus_b,raw_ci_lo,raw_ci_hi,a_advantage,a_adv_ci_lo,a_adv_ci_hi,separated,p_value,source
POC-2B,causal,lower,raw,peft_lora_encoder,surgical_3stage_DI_head,COMP,OURS,1825,-0.025488,-0.026188,-0.024808,0.025488,0.026188,0.024808,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,peft_lora_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,0.00438,0.00406,0.004709,-0.00438,-0.00406,-0.004709,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,peft_lora_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,0.002318,0.002021,0.002622,-0.002318,-0.002021,-0.002622,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,peft_lora_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,0.004311,0.00397,0.004648,-0.004311,-0.00397,-0.004648,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,peft_lora_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,-0.006959,-0.007316,-0.006584,0.006959,0.007316,0.006584,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,peft_lora_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,-0.016899,-0.017328,-0.01644,0.016899,0.017328,0.01644,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,peft_lora_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,-0.028327,-0.028827,-0.027798,0.028327,0.028827,0.027798,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,peft_lora_encoder,surgical_noDI_encoder,COMP,OURS,1825,0.002825,0.002512,0.003151,-0.002825,-0.002512,-0.003151,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,peft_lora_encoder,surgical_noDI_head,COMP,OURS,1825,-0.025488,-0.026188,-0.024809,0.025488,0.026188,0.024809,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,pretrain_encoder,surgery_raw_encoder,COMP,OURS,1825,0.030262,0.02956,0.030971,-0.030262,-0.02956,-0.030971,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,pretrain_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,0.029603,0.028899,0.030334,-0.029603,-0.028899,-0.030334,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,pretrain_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,0.02809,0.027417,0.028795,-0.02809,-0.027417,-0.028795,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,pretrain_encoder,surgical_3stage_DI_head,COMP,OURS,1825,0.0,0.0,0.0,-0.0,-0.0,-0.0,False,0.2624,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,pretrain_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,0.029868,0.029167,0.030599,-0.029868,-0.029167,-0.030599,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,pretrain_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,0.027806,0.02712,0.028501,-0.027806,-0.02712,-0.028501,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,pretrain_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,0.029799,0.029071,0.030532,-0.029799,-0.029071,-0.030532,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,pretrain_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,0.018529,0.017902,0.019216,-0.018529,-0.017902,-0.019216,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,pretrain_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,0.008589,0.007974,0.009262,-0.008589,-0.007974,-0.009262,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,pretrain_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,-0.002839,-0.003465,-0.002168,0.002839,0.003465,0.002168,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,pretrain_encoder,surgical_noDI_encoder,COMP,OURS,1825,0.028314,0.027616,0.029014,-0.028314,-0.027616,-0.029014,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,pretrain_encoder,surgical_noDI_head,COMP,OURS,1825,0.0,nan,nan,-0.0,nan,nan,False,1.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,surgery_raw_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.022858,-0.023242,-0.02249,0.022858,0.023242,0.02249,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,surgical_3stage_DI_diheavy_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.022198,-0.022639,-0.021762,0.022198,0.022639,0.021762,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,surgical_3stage_DI_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.020685,-0.021087,-0.02029,0.020685,0.021087,0.02029,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,surgical_3stage_DI_head,surgical_autorgn_encoder,OURS,COMP,1825,0.007405,0.006731,0.008104,-0.007405,-0.006731,-0.008104,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,surgical_3stage_DI_intervene_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.022464,-0.022893,-0.022052,0.022464,0.022893,0.022052,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,surgical_3stage_DI_replay25_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.020401,-0.02081,-0.020004,0.020401,0.02081,0.020004,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,surgical_3stage_DI_tccaux_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.022394,-0.022834,-0.021956,0.022394,0.022834,0.021956,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,surgical_autorgn_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,0.011125,0.010688,0.011583,-0.011125,-0.010688,-0.011583,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,surgical_autorgn_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,0.001185,0.000692,0.001698,-0.001185,-0.000692,-0.001698,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,surgical_autorgn_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,-0.010244,-0.010799,-0.009672,0.010244,0.010799,0.009672,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,surgical_autorgn_encoder,surgical_noDI_encoder,COMP,OURS,1825,0.020909,0.020503,0.021327,-0.020909,-0.020503,-0.021327,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,causal,lower,raw,surgical_autorgn_encoder,surgical_noDI_head,COMP,OURS,1825,-0.007405,-0.008104,-0.006731,0.007405,0.008104,0.006731,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::causal
POC-2B,tdist,lower,raw,full_ft_encoder,surgery_raw_encoder,COMP,OURS,1825,-0.00013,-0.000235,-2e-05,0.00013,0.000235,2e-05,True,0.0196,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,full_ft_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,0.000302,0.000163,0.000438,-0.000302,-0.000163,-0.000438,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,full_ft_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,0.001186,0.001064,0.001303,-0.001186,-0.001064,-0.001303,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,full_ft_encoder,surgical_3stage_DI_head,COMP,OURS,1825,0.001861,0.001721,0.002012,-0.001861,-0.001721,-0.002012,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,full_ft_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,0.000594,0.000473,0.000715,-0.000594,-0.000473,-0.000715,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,full_ft_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,0.000685,0.000561,0.000808,-0.000685,-0.000561,-0.000808,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,full_ft_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,1.2e-05,-0.000117,0.000142,-1.2e-05,0.000117,-0.000142,True,0.8514,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,full_ft_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,0.001082,0.000949,0.001226,-0.001082,-0.000949,-0.001226,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,full_ft_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,0.001297,0.001149,0.001462,-0.001297,-0.001149,-0.001462,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,full_ft_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,0.001426,0.001259,0.001609,-0.001426,-0.001259,-0.001609,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,full_ft_encoder,surgical_noDI_encoder,COMP,OURS,1825,-8.5e-05,-0.000203,3.6e-05,8.5e-05,0.000203,-3.6e-05,True,0.177,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,full_ft_encoder,surgical_noDI_head,COMP,OURS,1825,0.001861,0.001721,0.002012,-0.001861,-0.001721,-0.002012,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,lpft_encoder,surgery_raw_encoder,COMP,OURS,1825,-0.000507,-0.000622,-0.000397,0.000507,0.000622,0.000397,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,lpft_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,-7.5e-05,-0.000226,6.9e-05,7.5e-05,0.000226,-6.9e-05,True,0.3108,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,lpft_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,0.000809,0.000678,0.000931,-0.000809,-0.000678,-0.000931,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,lpft_encoder,surgical_3stage_DI_head,COMP,OURS,1825,0.001484,0.001364,0.001609,-0.001484,-0.001364,-0.001609,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,lpft_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,0.000217,8.6e-05,0.000343,-0.000217,-8.6e-05,-0.000343,True,0.001,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,lpft_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,0.000308,0.000173,0.000434,-0.000308,-0.000173,-0.000434,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,lpft_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,-0.000365,-0.00051,-0.000229,0.000365,0.00051,0.000229,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,lpft_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,0.000705,0.000562,0.000847,-0.000705,-0.000562,-0.000847,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,lpft_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,0.00092,0.000766,0.001081,-0.00092,-0.000766,-0.001081,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,lpft_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,0.001048,0.000882,0.001228,-0.001048,-0.000882,-0.001228,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,lpft_encoder,surgical_noDI_encoder,COMP,OURS,1825,-0.000462,-0.00059,-0.000334,0.000462,0.00059,0.000334,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,lpft_encoder,surgical_noDI_head,COMP,OURS,1825,0.001484,0.001364,0.001609,-0.001484,-0.001364,-0.001609,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_dora_encoder,surgery_raw_encoder,COMP,OURS,1825,-0.001056,-0.001159,-0.000956,0.001056,0.001159,0.000956,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_dora_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,-0.000624,-0.000761,-0.000498,0.000624,0.000761,0.000498,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_dora_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,0.00026,0.000146,0.000366,-0.00026,-0.000146,-0.000366,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_dora_encoder,surgical_3stage_DI_head,COMP,OURS,1825,0.000935,0.000806,0.00107,-0.000935,-0.000806,-0.00107,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_dora_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,-0.000332,-0.000448,-0.000223,0.000332,0.000448,0.000223,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_dora_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,-0.000241,-0.000359,-0.00013,0.000241,0.000359,0.00013,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_dora_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,-0.000914,-0.001043,-0.000793,0.000914,0.001043,0.000793,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_dora_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,0.000156,2.1e-05,0.000288,-0.000156,-2.1e-05,-0.000288,True,0.0236,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_dora_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,0.000371,0.000219,0.000527,-0.000371,-0.000219,-0.000527,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_dora_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,0.0005,0.000331,0.000676,-0.0005,-0.000331,-0.000676,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_dora_encoder,surgical_noDI_encoder,COMP,OURS,1825,-0.001011,-0.001126,-0.000902,0.001011,0.001126,0.000902,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_dora_encoder,surgical_noDI_head,COMP,OURS,1825,0.000935,0.000806,0.00107,-0.000935,-0.000806,-0.00107,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_lora_encoder,surgery_raw_encoder,COMP,OURS,1825,-0.000813,-0.000892,-0.000734,0.000813,0.000892,0.000734,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_lora_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,-0.000381,-0.000489,-0.000278,0.000381,0.000489,0.000278,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_lora_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,0.000502,0.000416,0.000585,-0.000502,-0.000416,-0.000585,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_lora_encoder,surgical_3stage_DI_head,COMP,OURS,1825,0.001178,0.001058,0.001304,-0.001178,-0.001058,-0.001304,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_lora_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,-8.9e-05,-0.000181,-1e-06,8.9e-05,0.000181,1e-06,True,0.0496,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_lora_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,2e-06,-8.9e-05,8.9e-05,-2e-06,8.9e-05,-8.9e-05,True,0.959,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_lora_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,-0.000671,-0.000773,-0.000574,0.000671,0.000773,0.000574,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_lora_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,0.000399,0.000287,0.000512,-0.000399,-0.000287,-0.000512,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_lora_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,0.000613,0.000483,0.000753,-0.000613,-0.000483,-0.000753,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_lora_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,0.000742,0.000592,0.000905,-0.000742,-0.000592,-0.000905,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_lora_encoder,surgical_noDI_encoder,COMP,OURS,1825,-0.000768,-0.000862,-0.000676,0.000768,0.000862,0.000676,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,peft_lora_encoder,surgical_noDI_head,COMP,OURS,1825,0.001178,0.001058,0.001304,-0.001178,-0.001058,-0.001304,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,pretrain_encoder,surgery_raw_encoder,COMP,OURS,1825,-0.001991,-0.002109,-0.001885,0.001991,0.002109,0.001885,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,pretrain_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,-0.001559,-0.001701,-0.001428,0.001559,0.001701,0.001428,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,pretrain_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,-0.000675,-0.000807,-0.000554,0.000675,0.000807,0.000554,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,pretrain_encoder,surgical_3stage_DI_head,COMP,OURS,1825,0.0,nan,nan,-0.0,nan,nan,False,1.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,pretrain_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,-0.001267,-0.001394,-0.001152,0.001267,0.001394,0.001152,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,pretrain_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,-0.001176,-0.001309,-0.001055,0.001176,0.001309,0.001055,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,pretrain_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,-0.001849,-0.001987,-0.001722,0.001849,0.001987,0.001722,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,pretrain_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,-0.000779,-0.000889,-0.000678,0.000779,0.000889,0.000678,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,pretrain_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,-0.000564,-0.000676,-0.000461,0.000564,0.000676,0.000461,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,pretrain_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,-0.000435,-0.000552,-0.000323,0.000435,0.000552,0.000323,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,pretrain_encoder,surgical_noDI_encoder,COMP,OURS,1825,-0.001946,-0.00207,-0.001835,0.001946,0.00207,0.001835,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,pretrain_encoder,surgical_noDI_head,COMP,OURS,1825,0.0,nan,nan,-0.0,nan,nan,False,1.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,surgery_raw_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-1.1e-05,-0.000108,8.7e-05,1.1e-05,0.000108,-8.7e-05,True,0.811,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,surgical_3stage_DI_diheavy_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.000443,-0.00057,-0.000311,0.000443,0.00057,0.000311,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,surgical_3stage_DI_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.001327,-0.00144,-0.001208,0.001327,0.00144,0.001208,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,surgical_3stage_DI_head,surgical_autorgn_encoder,OURS,COMP,1825,-0.002002,-0.002132,-0.001878,0.002002,0.002132,0.001878,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,surgical_3stage_DI_intervene_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.000735,-0.00085,-0.000618,0.000735,0.00085,0.000618,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,surgical_3stage_DI_replay25_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.000826,-0.000945,-0.000706,0.000826,0.000945,0.000706,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,surgical_3stage_DI_tccaux_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-0.000153,-0.000275,-2.7e-05,0.000153,0.000275,2.7e-05,True,0.0164,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,surgical_autorgn_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,0.001223,0.001093,0.001354,-0.001223,-0.001093,-0.001354,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,surgical_autorgn_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,0.001438,0.001292,0.001591,-0.001438,-0.001292,-0.001591,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,surgical_autorgn_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,0.001567,0.001405,0.001739,-0.001567,-0.001405,-0.001739,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,surgical_autorgn_encoder,surgical_noDI_encoder,COMP,OURS,1825,5.6e-05,-5.3e-05,0.000162,-5.6e-05,5.3e-05,-0.000162,True,0.2984,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,tdist,lower,raw,surgical_autorgn_encoder,surgical_noDI_head,COMP,OURS,1825,0.002002,0.001878,0.002132,-0.002002,-0.001878,-0.002132,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::tdist
POC-2B,teacher_free,lower,raw,full_ft_encoder,surgery_raw_encoder,COMP,OURS,1825,0.004727,0.004248,0.005194,-0.004727,-0.004248,-0.005194,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::teacher_free
POC-2B,teacher_free,lower,raw,full_ft_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,0.001459,0.000932,0.001964,-0.001459,-0.000932,-0.001964,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::teacher_free
POC-2B,teacher_free,lower,raw,full_ft_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,0.003925,0.003476,0.004354,-0.003925,-0.003476,-0.004354,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::teacher_free
POC-2B,teacher_free,lower,raw,full_ft_encoder,surgical_3stage_DI_head,COMP,OURS,1825,0.011613,0.011236,0.011991,-0.011613,-0.011236,-0.011991,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::teacher_free
POC-2B,teacher_free,lower,raw,full_ft_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,0.002806,0.00233,0.003267,-0.002806,-0.00233,-0.003267,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::teacher_free
POC-2B,teacher_free,lower,raw,full_ft_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,0.002132,0.001659,0.002591,-0.002132,-0.001659,-0.002591,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::teacher_free
POC-2B,teacher_free,lower,raw,full_ft_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,-0.002486,-0.003029,-0.001953,0.002486,0.003029,0.001953,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::teacher_free
POC-2B,teacher_free,lower,raw,full_ft_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,0.005218,0.004838,0.0056,-0.005218,-0.004838,-0.0056,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::teacher_free
POC-2B,teacher_free,lower,raw,full_ft_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,0.005688,0.005305,0.006065,-0.005688,-0.005305,-0.006065,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::teacher_free
POC-2B,teacher_free,lower,raw,full_ft_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,0.006448,0.006062,0.006824,-0.006448,-0.006062,-0.006824,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::teacher_free
POC-2B,teacher_free,lower,raw,full_ft_encoder,surgical_noDI_encoder,COMP,OURS,1825,-0.002674,-0.003282,-0.002095,0.002674,0.003282,0.002095,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::teacher_free
